name,participation_count,points,rank,ai_rank
SRTC,1,0,6083,
Anoty,1,0,6084,
SOY,1,0,6085,
check mate,1,0,6086,
Alpha-sulycybercon,1,0,6087,
Ekant,3,0,6088,
cybersui,1,0,6089,
0xLLL,1,0,6090,
her01,1,0,6091,
SeaShellz808,1,0,6092,
111,1,0,6093,
Beta-SulyCyber,1,0,6094,
Greyjoys,1,0,6095,
CyberXAdce,1,0,6096,
Koloper,1,0,6097,
Apalah,1,0,6098,
CrypticCohort,1,0,6099,
Resurrection,1,0,6100,
R3mInDM3l@T3r,1,0,6101,
HitEmpire,1,0,6102,
SolarCr3w67,1,0,6103,
DjibSec101,1,0,6104,
1nno$leuths,1,0,6105,
MeOhMyOwn,1,0,6106,
TheTowerOfLondon2025,1,0,6107,
TigersAreCats,1,0,6108,
Sn0wF0xes in the Shadows,1,0,6109,
dryrivers,1,0,6110,
0xCAFEBABES,1,0,6111,
trytolearn,1,0,6112,
I'm a newbie,1,0,6113,
CAOS,1,0,6114,
Farvahar,1,0,6115,
supremehacker,1,0,6116,
AnonymousHumanity,1,0,6117,
Beacon@75,1,0,6118,
Playant,1,0,6119,
RedDiamond,1,0,6120,
vrush,1,0,6121,
(In)Security,1,0,6122,
1BrainVS20,1,0,6123,
BlackBeard,1,0,6124,
Lexy,1,0,6125,
Ahura Mazda,1,0,6126,
Figurx_Solo,1,0,6127,
Jags,1,0,6128,
Rabbit Response,1,0,6129,
Team Delta,1,0,6130,
OHAAT,1,0,6131,
Compot,1,0,6132,
Hardcore Leveling,1,0,6133,
bah jsp,1,0,6134,
IDONTKNOWHOWTODOTHIS:D,1,0,6135,
Globo Gym Purple Cobras,1,0,6136,
WeRollinSolo,1,0,6137,
Cyber Knights of MGA,1,0,6138,
f4llk1ngd0m,1,0,6139,
Strawhat Pirates,1,0,6140,
Ch44t4y,1,0,6141,
Lord's of Eldoria,1,0,6142,
Cybtwin,1,0,6143,
Roses n' Guns,1,0,6144,
let.me.in,1,0,6145,
WorthGoat,1,0,6146,
Triple Aces,1,0,6147,
BLAH747AIRLINES,1,0,6148,
JM17,1,0,6149,
OTU,1,0,6150,
Just a name to Play,1,0,6151,
WhenisGTA6Coming,1,0,6152,
969,1,0,6153,
Cloudcrackers,1,0,6154,
HACKTHEGAME,2,0,6155,
SteelReaper,1,0,6156,
team gogg,1,0,6157,
Cyb3r Knights,1,0,6158,
Technik-Titans,1,0,6159,
ProxyZone,1,0,6160,
colonial,1,0,6161,
DarkSingularity,1,0,6162,
CybHunters,1,0,6163,
Cyb3rPaladins,1,0,6164,
Shadow Security,1,0,6165,
RUl3r$,1,0,6166,
stardewww,2,0,6167,
United Kingdom,1,0,6168,
HashX (Pvt) Ltd,2,0,6169,
Bishwas.Sagar,1,0,6170,
Sparkfull,1,0,6171,
BitWarp Team,1,0,6172,
cyber primus,1,0,6173,
Black Hat Brigade,1,0,6174,
Zero Labs PWNED,2,0,6175,
EmmanSploit,1,0,6176,
HolmesHounds,1,0,6177,
nfsu-warriors,1,0,6178,
koziny,1,0,6179,
Mad Mods,1,0,6180,
QuantumVirus,1,0,6181,
players05,1,0,6182,
شعاع قاسم التنين,1,0,6183,
haze,1,0,6184,
M0onSh1ne,1,0,6185,
Nerds of Prey,1,0,6186,
CasaBoom,1,0,6187,
InsertNameHere,1,0,6188,
---...---,1,0,6189,
Mostly_H@rmless,2,0,6190,
Untaken name,1,0,6191,
Tamil Hacks,1,0,6192,
Humanoidi,1,0,6193,
ChatGPT Made This Team Name,1,0,6194,
SoloTBay,1,0,6195,
Yesir,1,0,6196,
0xHXR,1,0,6197,
Swaginton,1,0,6198,
Streetcat,1,0,6199,
smiths :p,1,0,6200,
Codingal,1,0,6201,
Cyber worrier,1,0,6202,
flλg_π_C,2,0,6203,
Leonz,1,0,6204,
"echo ""team""",1,0,6205,
Heristyn,1,0,6206,
weh4ck Security,4,0,6207,
Phishing Boat,1,0,6208,
RudraAvatar777,1,0,6209,
Team Asser,1,0,6210,
cydef,1,0,6211,
Datronin!,1,0,6212,
a little bit,1,0,6213,
SOMETHING_SOMETHING,1,0,6214,
Team RedHat,1,0,6215,
Ro0tP0wN3d,1,0,6216,
Env,1,0,6217,
Kingdom of frogs,1,0,6218,
Aryan_pe9ak,1,0,6219,
Grimm,1,0,6220,
AnyHack,1,0,6221,
LoneRengar,1,0,6222,
0xf1sh,1,0,6223,
N3cr0_Dr4g0ns,1,0,6224,
0xDEADCODE,1,0,6225,
QNTM,1,0,6226,
scoobydooby,1,0,6227,
BinaryBytes,1,0,6228,
Team_RASTT,1,0,6229,
川渝旅游团,1,0,6230,
All me baby,1,0,6231,
log horizon,1,0,6232,
CyberVT,1,0,6233,
bruh idk,1,0,6234,
Bnkd,1,0,6235,
Ctrl+C Ctrl+V,2,0,6236,
S0l0O,1,0,6237,
Brute_Force,1,0,6238,
Recursive,1,0,6239,
angasaL s'dleifraG,1,0,6240,
billybig,1,0,6241,
5uDS0u7hHCK,3,0,6242,
XRP,1,0,6243,
White chain AI - Layer 2,1,0,6244,
KesselSec,1,0,6245,
Groot Force,1,0,6246,
CyberEcho,1,0,6247,
TREMENDOUS HACKERS,1,0,6248,
T0w50n-T1g3rs,2,0,6249,
UwU Overflow,1,0,6250,
nameboxtoosho,1,0,6251,
Blue Archive,1,0,6252,
saste hackers,1,0,6253,
chicken wings,1,0,6254,
CDS007,1,0,6255,
Bajadera,2,0,6256,
cyberhub,1,0,6257,
TheRubyPup,1,0,6258,
sspro,1,0,6259,
AveMiller,1,0,6260,
murderhobos,2,0,6261,
CyberThread,1,0,6262,
CARLA'LL WIN,1,0,6263,
monk404,1,0,6264,
Kagito,1,0,6265,
JayCTF,1,0,6266,
Hack The Linkia,1,0,6267,
TUFF,1,0,6268,
stealstorm,2,0,6269,
FNE,1,0,6270,
Marcsvll,1,0,6271,
Sons_of_Moria,1,0,6272,
L_M,1,0,6273,
Sfyrisec-kotrana,1,0,6274,
gogogogogogogo,1,0,6275,
Asum,1,0,6276,
M00n,1,0,6277,
Hackathon Heroes,1,0,6278,
Spartoi,1,0,6279,
DPT,1,0,6280,
Root-Access,1,0,6281,
CCST,1,0,6282,
Biryani security,6,0,6283,
"Griken,Grim City Of The Broken",1,0,6284,
Sudo Wizards,1,0,6285,
TeamSuka,1,0,6286,
Twixguns,1,0,6287,
Central Panic,1,0,6288,
Theywhoknowstuff,1,0,6289,
Team India,1,0,6290,
magicmakers,1,0,6291,
Complete NOOB,1,0,6292,
Breakthebox,1,0,6293,
elliot-test,1,0,6294,
Malaysian_squad,1,0,6295,
Anano,1,0,6296,
BE,1,0,6297,
Piratee,1,0,6298,
H04XC4LL,1,0,6299,
Idkname,1,0,6300,
Marcus,1,0,6301,
Maison Baron Rouge,1,0,6302,
Tyutyutyu,1,0,6303,
dz_hacker,1,0,6304,
Ctrl_Alt_Win,1,0,6305,
fariz,1,0,6306,
QUT_Cyber_ Security_Club,1,0,6307,
MA DRILLA 😎🤙,1,0,6308,
DarkGarbage,1,0,6309,
adk,1,0,6310,
tbcts@25,1,0,6311,
Krzysztof,1,0,6312,
The Pirate Ship,1,0,6313,
Et6an,1,0,6314,
I am so lonely,1,0,6315,
Gh0st 1n the $h3ll,1,0,6316,
Bross,1,0,6317,
DoCrime,1,0,6318,
qaroom,1,0,6319,
Los backyordigans,1,0,6320,
VicesGroup,1,0,6321,
Cquire,1,0,6322,
Colorado Mesa University Tech,1,0,6323,
CTF_SNIPERS,1,0,6324,
Kamileon,1,0,6325,
WiCyS_STS_24-25,2,0,6326,
Cipher_World,1,0,6327,
Two Bit,1,0,6328,
NoobStorm,1,0,6329,
Team RXT,1,0,6330,
Black Hacks,1,0,6331,
Virus77z,1,0,6332,
Cukin' gang,2,0,6333,
NayohnCorp,1,0,6334,
kiamsiap404,1,0,6335,
Cyber Crew,1,0,6336,
bubblrdrinker,1,0,6337,
Chennai Sharks,1,0,6338,
TornadoThunder,1,0,6339,
Cyx,1,0,6340,
Kanyarasi 2.0,2,0,6341,
Cyclop,1,0,6342,
Mimics and Misfits,1,0,6343,
4rg0nauts,1,0,6344,
GalanteTeam,1,0,6345,
ONU - Byte Busters,1,0,6346,
standar_inpu,1,0,6347,
mtndew,1,0,6348,
ANON1337,1,0,6349,
QuinnKindaExists,1,0,6350,
Cyber Rampage,1,0,6351,
ISO27001,1,0,6352,
OBSIDIAN DIRECTIVE,1,0,6353,
h0us3_574rk,1,0,6354,
Flying Tomato,1,0,6355,
The Team001,1,0,6356,
Iris_Mad,1,0,6357,
Wh4tTheFl4g,1,0,6358,
TIme0,1,0,6359,
sweetmaltose,1,0,6360,
Cyber_Greeks,1,0,6361,
Sudo Slayers,1,0,6362,
LEF0,1,0,6363,
HireMeNSA,1,0,6364,
Cipher Shadows,1,0,6365,
Endijèn,1,0,6366,
NotATeamName,1,0,6367,
blud,1,0,6368,
▂▃▅▇▓▇ REX Team ▇▓▇▅▃▂,2,0,6369,
UGR,1,0,6370,
Grit,1,0,6371,
purrrrr,1,0,6372,
Beginner 0101,1,0,6373,
may.sec,1,0,6374,
hackpros,1,0,6375,
Darkblackiddo,1,0,6376,
COSY,1,0,6377,
Shadows of Eldoria,2,0,6378,
mu5k3733r5,1,0,6379,
TR|DEIMOS,1,0,6380,
TEAM NYC,1,0,6381,
NotFound404,1,0,6382,
the legend cafe,1,0,6383,
Rogue Rootkits,1,0,6384,
cyberhack141,1,0,6385,
Encrypted Acustics,1,0,6386,
mund4n3,1,0,6387,
Hacfy,1,0,6388,
prince55aur0r4,1,0,6389,
DC608,3,0,6390,
tiggy_kat,1,0,6391,
Txaber Hacking,1,0,6392,
AlphaHunter,1,0,6393,
caurumi,1,0,6394,
Hackers from baldur's gate,1,0,6395,
syntekEro,1,0,6396,
Necron,1,0,6397,
No Spoilers,1,0,6398,
Tky777,1,0,6399,
Dormin,1,0,6400,
Pink Pandas,2,0,6401,
Trine CEH,1,0,6402,
Wteam,1,0,6403,
R00tC0mmand0s,1,0,6404,
若い血,1,0,6405,
Barnaby and bois,1,0,6406,
kasselhackt,2,0,6407,
Cerber-Is,4,0,6408,
CyberiZ,2,0,6409,
batataemel,1,0,6410,
Lone Star Reapers,1,0,6411,
rrrr,1,0,6412,
Agent007_02,1,0,6413,
Project-D,1,0,6414,
iam.solo,1,0,6415,
mqwer,1,0,6416,
Nordic CyberDefense,1,0,6417,
Bug Snipers,1,0,6418,
PruneOps,1,0,6419,
HighFlyers,1,0,6420,
n1ghtc0de,1,0,6421,
Cordosis,1,0,6422,
finesse,1,0,6423,
IronClad Security,1,0,6424,
Peasant Uprising,1,0,6425,
Teanhack,1,0,6426,
Forthefun,1,0,6427,
les zinzibards,2,0,6428,
wahesec,1,0,6429,
whiteNoise,1,0,6430,
voganzy,1,0,6431,
VishHarAbhi,1,0,6432,
404_flag_not_found,1,0,6433,
St@r7,1,0,6434,
Vigorous,1,0,6435,
Wifey and I,1,0,6436,
Coastline Xploit,2,0,6437,
CyberNew,1,0,6438,
FoggyCloudFox,1,0,6439,
Pantheon,1,0,6440,
C1t0,1,0,6441,
crack 4ever,1,0,6442,
HTR Team,3,0,6443,
Los Ratones,1,0,6444,
cybernoober,1,0,6445,
T1L4NGY0N,3,0,6446,
Gfg Cybersecurity KIIT,3,0,6447,
Red Squadron,1,0,6448,
UAC_1,1,0,6449,
ℭ𝔬𝔡𝔢ℜ𝔢𝔞𝔭𝔢𝔯_J3553,1,0,6450,
iav_ftw,1,0,6451,
brainhecker,1,0,6452,
entry level,1,0,6453,
Argus Knights,2,0,6454,
SneekHack,1,0,6455,
4ykh4n,1,0,6456,
BazaarXss,1,0,6457,
HeavyRainLater,1,0,6458,
AdZUSPLOIT,2,0,6459,
ImmuneTeam,1,0,6460,
max123,1,0,6461,
Shadow Pwners,1,0,6462,
ZeroDay Titans,1,0,6463,
Os Bebos da cantina,1,0,6464,
XB3,1,0,6465,
Don pollo,2,0,6466,
Nameless Hunters,2,0,6467,
Super Weenie Hut Connoisseurs,1,0,6468,
tk3rir,1,0,6469,
Ctrl + Alt + Elite,1,0,6470,
TheBatMan,1,0,6471,
skibidi hooper,1,0,6472,
Iglets,1,0,6473,
vibes,1,0,6474,
UNDead Team,1,0,6475,
venom_200ok,1,0,6476,
AshNet,1,0,6477,
Hexaprout,2,0,6478,
Code F-1091,1,0,6479,
Tottenham Lads,1,0,6480,
EBM,1,0,6481,
LGTM,1,0,6482,
ZenCyber,1,0,6483,
superduperultraheckers,1,0,6484,
in-contrxl,1,0,6485,
pharoah cr4ckers,2,0,6486,
Torn Labcoats,1,0,6487,
Shadow Nexus,1,0,6488,
Chimera,1,0,6489,
D£vil5,1,0,6490,
The Apprentices,1,0,6491,
Cyber Elites,1,0,6492,
Frasse squad,1,0,6493,
AbdoX2,1,0,6494,
Rigid,1,0,6495,
und3rd0gs,2,0,6496,
AerialOL,1,0,6497,
The Clover,1,0,6498,
Kozapeniaa,1,0,6499,
Horror Diamond,1,0,6500,
Code blooded,1,0,6501,
The Magicians,1,0,6502,
spam in,1,0,6503,
lilzmen,1,0,6504,
D3fault,1,0,6505,
Archw4y_Attack3r5,4,0,6506,
Aus Cat,1,0,6507,
HeronDigital,1,0,6508,
ACCMakeSense,2,0,6509,
Zetseat,1,0,6510,
alvan,1,0,6511,
TriggasWithAttitude,1,0,6512,
Don't Know What I'm Doing,1,0,6513,
Legion XII Maledictus,1,0,6514,
KnightGaurd,1,0,6515,
DawnBr,1,0,6516,
Solobolo-UwU,1,0,6517,
fiddlingaround,1,0,6518,
The Greatest Lads,1,0,6519,
Stimmie,1,0,6520,
Dark_knight,1,0,6521,
FE TSOC,1,0,6522,
X@k3R_v_R3k@X,1,0,6523,
Newbies Unite,1,0,6524,
0xHackers,1,0,6525,
WGU Comp Team,1,0,6526,
RedPandaHackingGroup,1,0,6527,
CyberSoc_,1,0,6528,
Greek fortress,1,0,6529,
hackEC_OF,2,0,6530,
NotNirvax,1,0,6531,
Just@N00b,1,0,6532,
Aksabak,1,0,6533,
Ready player one,1,0,6534,
We don’t know what we’re doing,1,0,6535,
wasabi tsuntsun,1,0,6536,
RootSec,1,0,6537,
Gh0stM3n,1,0,6538,
WeWereHere,1,0,6539,
Rat Gang,1,0,6540,
ohhmyyahhlaa,1,0,6541,
"Me,Myself and I",1,0,6542,
ShadowPwners,1,0,6543,
TellmeNoTales,1,0,6544,
wr41th,1,0,6545,
first_tester_0x1,1,0,6546,
n0ttah4ck3r,1,0,6547,
N0wy0us33me,1,0,6548,
MyTeamPotatoSkywalker,1,0,6549,
0xDEADCAFE,1,0,6550,
Arhquar090,1,0,6551,
aksdajshdgjhas,1,0,6552,
◤━☆.RAJ.☆━◥,1,0,6553,
Stark Industries,1,0,6554,
Ilovecatshacking,1,0,6555,
AgileOperations,1,0,6556,
Brain 404,1,0,6557,
The Hoodest Fetch’d,1,0,6558,
WCSC-Aidan,1,0,6559,
Packet Whiffers,1,0,6560,
Chrux,1,0,6561,
Igris,1,0,6562,
HeckKek,1,0,6563,
randomguysteam,1,0,6564,
0xD4Y,2,0,6565,
SingleServingColdBrew,1,0,6566,
Lyrical Exploit,1,0,6567,
No Ones,1,0,6568,
PinacolaPwn,1,0,6569,
WebChallenger,1,0,6570,
NoMa,1,0,6571,
khy$n1k,1,0,6572,
kembangtahu,1,0,6573,
redredred,1,0,6574,
d00pa1,1,0,6575,
Ctf heister,1,0,6576,
Scurvy,1,0,6577,
Ctrl+Alt+Defeated,1,0,6578,
negative 10,1,0,6579,
Timeless Kernel,1,0,6580,
Cyber B,1,0,6581,
an Eya,1,0,6582,
Robotfish,1,0,6583,
Solo Dolo Action,1,0,6584,
RedCat,1,0,6585,
SaferierHXs,1,0,6586,
philosecs,1,0,6587,
mockingjay0x,1,0,6588,
_S14y3r_,1,0,6589,
ZASO,1,0,6590,
Lille,1,0,6591,
love4h,1,0,6592,
r0ckNr0lla,1,0,6593,
the Rigbys,1,0,6594,
GodOfWars,1,0,6595,
fujifuji,1,0,6596,
AppSecFT,1,0,6597,
Edgy Geese,1,0,6598,
hackz101,1,0,6599,
VersaTech Warriors,1,0,6600,
NullByt3,1,0,6601,
th3n4v's,1,0,6602,
Pulsar team,1,0,6603,
WrecklessDonut,1,0,6604,
(Not) University of Borås 2.0,1,0,6605,
Uhhh_some_name,1,0,6606,
l'orca,1,0,6607,
MR.JOKER2,1,0,6608,
Root of Evil,1,0,6609,
xxxxxxxxxxxxx,1,0,6610,
japanese ski,1,0,6611,
//no comment,1,0,6612,
Zero's Solo Leveling,1,0,6613,
Noob Squad,1,0,6614,
Passion PurpleEaters,1,0,6615,
Nihar,1,0,6616,
VulnOps,1,0,6617,
K1dd13s,1,0,6618,
DIB,1,0,6619,
Feloudjix,1,0,6620,
Rising,1,0,6621,
Brilliant Move,1,0,6622,
GameTech,2,0,6623,
nightblood,1,0,6624,
SOLO-OG,1,0,6625,
Enterb,1,0,6626,
iviBr3skv@,1,0,6627,
ndovu,1,0,6628,
JFDI,1,0,6629,
Los Pinguinos,1,0,6630,
Something Great (clever),1,0,6631,
CheetoCruncher,1,0,6632,
gmarisinta,1,0,6633,
dim455ick,1,0,6634,
yosolito,1,0,6635,
Squizzlers,1,0,6636,
0xSTARK,1,0,6637,
Zinedine,1,0,6638,
nihil0,1,0,6639,
arcangel,1,0,6640,
LCC Hacking Club,1,0,6641,
CCE-16x,1,0,6642,
Kiber,1,0,6643,
cyb3rB0ts,1,0,6644,
H-Knight,1,0,6645,
zz clan,1,0,6646,
Saucey,1,0,6647,
KonThaiUNai,1,0,6648,
icibos,1,0,6649,
Bit0,1,0,6650,
St4s0n dream team,1,0,6651,
Gshiper,1,0,6652,
gowthams,1,0,6653,
La leyenda,1,0,6654,
OhYeahHahaYum,1,0,6655,
Digger Deeper,1,0,6656,
Darkhunter lobby,1,0,6657,
HACK24x7,1,0,6658,
Uzbek Tigers,1,0,6659,
Camelot Codebreakers,1,0,6660,
Mission_Critical,1,0,6661,
Ch0BAN,2,0,6662,
fenrel,1,0,6663,
_Ex0dus_,1,0,6664,
feeog,1,0,6665,
Beifong,1,0,6666,
team hex,1,0,6667,
0xNullByte,2,0,6668,
The Galvan Wrath,1,0,6669,
APT32,1,0,6670,
Fjodor,1,0,6671,
joebloggs12's Team,1,0,6672,
BrawlerZX,1,0,6673,
ilyboc,1,0,6674,
n00b-t34m,1,0,6675,
DINOS,1,0,6676,
Order of the Red Wolf,1,0,6677,
Hack the one piece,1,0,6678,
justme2131231,1,0,6679,
Trying_something,1,0,6680,
The Straw-Hats,1,0,6681,
JUBA,1,0,6682,
Nestar Void,1,0,6683,
CtfBuzzers,2,0,6684,
VenomX,1,0,6685,
The Cyber Shire,1,0,6686,
junzhengeming,1,0,6687,
miiiiiiiiiiiii,1,0,6688,
Skyline,1,0,6689,
D3ath_Br1ng3rs,1,0,6690,
Beasts of AKM,2,0,6691,
One team only,1,0,6692,
Warriors of Loki,1,0,6693,
The dark art,1,0,6694,
Marctremb,1,0,6695,
C2H6O,2,0,6696,
Tranquille,1,0,6697,
Spazstic,1,0,6698,
H4ck3rzzz,1,0,6699,
SCUMPDOG,1,0,6700,
Dragonball Z(yn),1,0,6701,
Emp3r0rs,1,0,6702,
2tierKiernot,1,0,6703,
Glory to the Pwners,1,0,6704,
Chèvres,1,0,6705,
Les toucans farcis !,1,0,6706,
Definitely Not Muffins,1,0,6707,
HackBunny,1,0,6708,
InPlainSight,1,0,6709,
Lucky's team,1,0,6710,
Hxel,1,0,6711,
THE WARRIORS,1,0,6712,
GaragePentesting,1,0,6713,
Just B-Rad,1,0,6714,
forsen,1,0,6715,
HightRat's,1,0,6716,
FluffyGreyWolf,1,0,6717,
hackurrrrr,1,0,6718,
KaraMamba,1,0,6719,
aintnomillionaire,1,0,6720,
Gandolf's Misfits,1,0,6721,
EWU Spokane Knights,1,0,6722,
Sakhalin fox,1,0,6723,
dl8,1,0,6724,
Who took Miku,1,0,6725,
lonekinull,1,0,6726,
Wiz Going Solo B),1,0,6727,
AngelGrove,1,0,6728,
Beba-Army,1,0,6729,
Solo Blitz,1,0,6730,
aadfasfasdf,1,0,6731,
FreeCat,1,0,6732,
NewbieHacker(s),1,0,6733,
LoneAlone,1,0,6734,
Kurukshetra,1,0,6735,
StoneLock,1,0,6736,
pwnstars🇰🇪,1,0,6737,
BearemySec,1,0,6738,
Z3r0D4yHunt3rs,1,0,6739,
_lowRezzers,1,0,6740,
Hyena,1,0,6741,
0xAuRA,1,0,6742,
NullNot0,1,0,6743,
2B1P,1,0,6744,
S0l0N0Ob,1,0,6745,
asdfg45,1,0,6746,
@sDf,1,0,6747,
Ciph3r_r00t,1,0,6748,
Nobasy,1,0,6749,
Deadly sins,1,0,6750,
Go BUSTER,1,0,6751,
Blue Team Warrior,1,0,6752,
WTF_CTF,1,0,6753,
GCG-CTF,1,0,6754,
HackerLens,1,0,6755,
2025,1,0,6756,
last_train_out,1,0,6757,
Exploit Overlord,1,0,6758,
hexhorse,1,0,6759,
the Gossamer Project,1,0,6760,
Cyber_Yodha,1,0,6761,
Yoddha,1,0,6762,
N0 Id3a,1,0,6763,
IGonnaTryMyBest0x5,1,0,6764,
Melkor,1,0,6765,
CN-Diablo,1,0,6766,
AVINYA,1,0,6767,
Nacatz,1,0,6768,
meekeysteam,1,0,6769,
0x0cybersents,1,0,6770,
Script Kiddies Inc.,1,0,6771,
Max Draco,1,0,6772,
Leviathans,1,0,6773,
third_p2rT,1,0,6774,
Dodson,1,0,6775,
BreachOps,1,0,6776,
HUNT3R,1,0,6777,
XD/winners,1,0,6778,
Just Jesse,1,0,6779,
Giuseppe,1,0,6780,
Pepsi Max Enthusiast,1,0,6781,
ningish,1,0,6782,
QZE,1,0,6783,
orb,1,0,6784,
wbsk,1,0,6785,
SPLIZE,1,0,6786,
team_XD,2,0,6787,
Crypt0n,1,0,6788,
newb1eee,1,0,6789,
DarkSyndicate,2,0,6790,
QATAR_0xA1,1,0,6791,
mansuri,1,0,6792,
aabishkar,1,0,6793,
DTSOC,1,0,6794,
malgamy,1,0,6795,
Cyber_Devils,1,0,6796,
dxb71,1,0,6797,
cxss,1,0,6798,
R00TF0RcE,1,0,6799,
foxty,1,0,6800,
dehua,1,0,6801,
LaksePlaske,1,0,6802,
BK 16,2,0,6803,
Martian,1,0,6804,
HackForGood,1,0,6805,
xxxxxxxxx,1,0,6806,
Natsukiparty,1,0,6807,
ZeroZenkai,1,0,6808,
CyberTerrans,1,0,6809,
LockerGoga,2,0,6810,
Bite me Daddy,1,0,6811,
Panhandle Pwners,2,0,6812,
Prestige-Worldwide,1,0,6813,
VH@ck3r,1,0,6814,
Waior,1,0,6815,
HackManVirus,1,0,6816,
noob army,1,0,6817,
Drunk Drivers United,1,0,6818,
CYBERSTORM - SIES,1,0,6819,
3NQA,1,0,6820,
b0001000,1,0,6821,
QQQQQ,1,0,6822,
Night Shifts,1,0,6823,
ForestDoubt,1,0,6824,
Frin,1,0,6825,
ZZzzZzzz,1,0,6826,
Ant1r4ptor,1,0,6827,
LOGON,1,0,6828,
JoJoOraOra,1,0,6829,
heisenburger,1,0,6830,
Anonymous_Payload,1,0,6831,
Noobsters 2.0,1,0,6832,
Tounes,1,0,6833,
OpSsir,1,0,6834,
dutSovEC,1,0,6835,
RareBat,1,0,6836,
CARBANAK,1,0,6837,
Hold My Coffee,1,0,6838,
Spartan Shadows,1,0,6839,
UNRAM X CSUC,1,0,6840,
Nayel,1,0,6841,
Pistachio,1,0,6842,
hell0911,1,0,6843,
irish_wolf_hound,1,0,6844,
Team gentille,1,0,6845,
PwC Kenya,2,0,6846,
nogalol,1,0,6847,
AmongUS,1,0,6848,
dedsquad,1,0,6849,
noobie_89,1,0,6850,
CyberEldoria,1,0,6851,
martha,1,0,6852,
mob@in,1,0,6853,
Odysseus,1,0,6854,
Laughing Man,1,0,6855,
AllBarknoByte,1,0,6856,
LiroTeam,1,0,6857,
Handshield,1,0,6858,
Just Josh,1,0,6859,
polik,1,0,6860,
one_wolf,1,0,6861,
Vinz!99,1,0,6862,
StormUZ,5,0,6863,
cannonRTX,1,0,6864,
~+~,1,0,6865,
Shadow Sentinels,1,0,6866,
Nerobak,1,0,6867,
Cybrec,1,0,6868,
0Clues,1,0,6869,
Minbari,1,0,6870,
Piotreg_Krzyslak,1,0,6871,
NyxX,1,0,6872,
NAZI.init1,1,0,6873,
Igris&Beeru,1,0,6874,
DeadoEndo,1,0,6875,
Overwrite,1,0,6876,
DK-Hack,1,0,6877,
merritt,1,0,6878,
little_cooks,1,0,6879,
lhost,1,0,6880,
RootMe,1,0,6881,
Gh0s7,1,0,6882,
Realize,1,0,6883,
l4t3r4lus,1,0,6884,
TH Ingolstadt,1,0,6885,
cheetoANDFriends,1,0,6886,
Bitmancers,2,0,6887,
ir_sherlock,1,0,6888,
lvl999mafiaboss,1,0,6889,
esfw4,1,0,6890,
Dreddon,1,0,6891,
RoboKin,1,0,6892,
freetojoin,1,0,6893,
KoalaSec,1,0,6894,
325Y,1,0,6895,
1337_Hax0rs,1,0,6896,
neuromance,1,0,6897,
UWUWUWUWUWU,1,0,6898,
Zero 2025,1,0,6899,
Vaana-Be-Hackers,1,0,6900,
TEAM 854  🛹,1,0,6901,
Kokkikumar,2,0,6902,
SUPERhunter,1,0,6903,
sp00fed cr3ATurEs,2,0,6904,
FriendlyDev,1,0,6905,
Hellboys,1,0,6906,
CST@SWE,1,0,6907,
Geeks x 5,1,0,6908,
vrwrvbreb5b,1,0,6909,
mctf,1,0,6910,
itsjustme27,1,0,6911,
CTF Experts,3,0,6912,
keyz360,1,0,6913,
BloodyCreature,1,0,6914,
R0GER_TH4T,1,0,6915,
seansbaileys,1,0,6916,
tata,1,0,6917,
Plstn,1,0,6918,
L0n3,1,0,6919,
EG1,1,0,6920,
W3 0₩N ¥0U,1,0,6921,
QURQX1JFRAo=,1,0,6922,
cYBEr_Pwn,1,0,6923,
Brawny,1,0,6924,
Dyslexics,1,0,6925,
NoGenkai,1,0,6926,
TEAM-NE,1,0,6927,
Joe's Precocious Party,1,0,6928,
B!t3M3,1,0,6929,
RootTheWorld,1,0,6930,
darth,1,0,6931,
imdef,1,0,6932,
LokoBunch,1,0,6933,
Consulthink S.P.A,2,0,6934,
augustfu,1,0,6935,
0xAcc3ssAr,1,0,6936,
DragonOfDojima,1,0,6937,
Skuadra_Bataljoni,1,0,6938,
Lay,1,0,6939,
LosDarktraceCY,1,0,6940,
B3g1nn3r_,1,0,6941,
The netrunners,1,0,6942,
eepy,1,0,6943,
Diethylazodicarboxylate,1,0,6944,
WD,1,0,6945,
aztecs,1,0,6946,
The1TCr0wd,1,0,6947,
hacker dude,1,0,6948,
MadRaiders,1,0,6949,
0xalone,1,0,6950,
R4nd0m53C,1,0,6951,
Malaew,1,0,6952,
Mokhirbek Abdujabborov,1,0,6953,
God is Good,1,0,6954,
Das_Squirrels,1,0,6955,
Chocolitos del Tiempo,1,0,6956,
Churrasco_do_Caio,6,0,6957,
Miriade,1,0,6958,
Wh4tTheFl4g_2.0,1,0,6959,
Codyboys magical carousel,1,0,6960,
csmsys,1,0,6961,
utexas,1,0,6962,
kmaron1n,1,0,6963,
seantechandcyber,1,0,6964,
slothspit,1,0,6965,
CyberDudez,1,0,6966,
Bug-Hunter-Extraordinaire,1,0,6967,
nT2ctF,1,0,6968,
ShadozSquad,1,0,6969,
Maaran porotta kadai,1,0,6970,
Alderson0987,1,0,6971,
MinionHive,1,0,6972,
0xdfxyz,1,0,6973,
cybercellops,1,0,6974,
Kung_Fu_Panda,1,0,6975,
memy,1,0,6976,
CyberDefender_1,1,0,6977,
AmantiDelPitone,1,0,6978,
IITM-FPTF,1,0,6979,
IamTrue,1,0,6980,
House Atreides,3,0,6981,
